id,time_cost_native,time_cost_rule_only,time_cost_shots_1,time_cost_shots_3,time_cost_for_rule_and_shots_1,time_cost_for_rule_and_shots_3,sysml_xmi_native_score_by_llm,sysml_xmi_rule_only_score_by_llm,sysml_xmi_shots_1_score_by_llm,sysml_xmi_shots_3_score_by_llm,sysml_xmi_for_rule_and_shots_1_score_by_llm,sysml_xmi_for_rule_and_shots_3_score_by_llm,sysml_xmi_native_syntax_pass,sysml_xmi_rule_only_syntax_pass,sysml_xmi_shots_1_syntax_pass,sysml_xmi_shots_3_syntax_pass,sysml_xmi_for_rule_and_shots_1_syntax_pass,sysml_xmi_for_rule_and_shots_3_syntax_pass
_18_0_1_ae502ce_1409341910993_172423_21507,12.87942,10.46133,20.766185,22.200699,24.322009,25.269679,0.625,0.75,1,0.875,0.875,1,0,1,1,1,1,1
_18_0_1_ae502ce_1409108872975_114024_16813,32.417287,12.636235,27.387078,32.745432,31.566433,33.667269,0.75,0.75,1,1,1,1,1,1,1,1,1,1
_18_0_1_ae502ce_1409108887421_196788_16867,14.565637,24.41266,26.699488,26.999366,30.267797,32.947118,0.375,0.75,0.875,1,1,1,1,1,1,1,1,1
_18_0_1_ae502ce_1409339005371_958749_19554,13.761361,15.329068,20.524276,21.481534,27.935965,30.073205,0.75,0.75,1,1,1,1,1,1,1,1,1,1
_18_0_1_ae502ce_1409339456362_38397_19833,26.558457,11.668074,20.983892,22.079442,11.242203,25.965098,1,0.75,1,1,0.375,1,1,1,1,1,1,1
_18_0_1_ae502ce_1409341597793_824202_20899,9.034666,22.453176,16.773729,18.592534,20.899842,20.549443,0.625,1,1,1,1,1,1,1,1,1,1,1
_18_0_1_ae502ce_1409341593098_963216_20884,18.232291,9.95674,15.849885,18.828256,20.35247,21.67563,1,0.75,0.375,1,1,1,1,1,1,1,1,1
_18_0_1_ae502ce_1416086996553_888679_47282,11.671488,13.717459,18.081395,19.956821,11.140601,14.417612,0.625,0.625,0.625,0.625,0.625,0.625,1,1,1,1,1,1
_18_0_1_ae502ce_1409341835860_318536_21153,10.99816,15.135667,16.484877,24.029705,22.402195,28.721149,0.5,0.625,0.625,0.875,0.75,0.875,1,1,1,1,1,1
_18_0_1_ae502ce_1409339445504_807558_19767,13.98658,14.87007,21.406485,24.946108,25.779484,26.596293,0.5,0.375,1,1,1,1,0,1,1,1,1,1
_18_0_1_ae502ce_1409339469731_422195_19848,25.502273,25.184624,22.375949,23.941269,25.668925,24.14789,0.75,0.75,1,0.875,1,0.625,1,1,1,1,1,1
_18_0_1_ae502ce_1409341904800_119112_21435,11.513691,18.031262,22.494806,23.430261,13.979754,22.312747,0.625,0.625,0.875,0.875,0.625,0.875,1,1,1,1,1,1
_18_0_1_ae502ce_1409339771655_489456_19932,26.136324,22.451407,16.86473,21.120303,18.211699,21.790816,1,1,0.625,0.75,1,1,1,1,1,1,1,1
_18_0_1_ae502ce_1409341602676_260376_20914,21.373647,25.68388,15.321103,21.560958,20.352932,20.172296,1,1,0.375,0.75,0.875,0.75,1,1,1,1,1,1
_18_0_1_ae502ce_1416156892222_421647_47008,25.53089,9.851936,17.794852,23.83814,22.355302,27.630801,0.75,0.625,0.75,1,0.75,1,0,1,1,1,1,1
_18_0_1_ae502ce_1409341855734_862209_21285,14.34191,9.077597,22.322342,23.067155,26.498431,27.832396,0.5,0.625,0.875,0.75,0.875,0.875,0,1,1,1,1,1
_18_1_ae502ce_1423406530896_183115_53312,11.778164,16.170461,11.330476,23.053183,23.138431,26.807729,0.625,0.625,0.5,0.875,0.75,0.875,0,1,1,1,1,1
_18_0_1_ae502ce_1416156915872_306267_47098,10.602765,21.944754,22.982127,20.283185,19.645531,19.851348,0.625,1,0.75,0.75,1,1,1,1,1,1,1,1
_18_0_1_ae502ce_1420040194063_543783_54204,25.039982,17.420616,21.379899,20.140631,22.507161,24.032977,1,0.5,0.75,1,1,1,1,1,1,1,1,1
_18_0_1_ae502ce_1409323757969_453158_16282,12.421959,12.144962,20.675901,20.96024,23.252677,29.566605,0.625,0.75,1,1,1,1,0,1,1,1,1,1
_18_5_1_ae502ce_1501524976022_681213_62864,22.867453,23.039876,18.410688,22.851054,10.533899,22.810934,1,1,1,0.75,0.625,1,1,1,1,1,1,1
_18_0_1_ae502ce_1409341845516_248705_21219,12.392782,30.199129,25.985624,24.099947,25.994076,32.541787,0.5,0.375,0.875,0.875,0.875,0.875,0,1,1,1,1,1
_18_0_1_ae502ce_1409323792321_307798_16372,11.37304,14.348757,24.235571,21.240564,20.573582,24.348042,0.625,0.75,0.75,0.875,1,1,1,1,1,1,1,1
_18_0_1_ae502ce_1420036912373_482112_52813,23.591672,21.902895,21.311914,23.017845,20.333329,23.218122,0.75,1,0.75,0.75,1,0.75,1,1,1,1,1,1
_18_0_1_ae502ce_1420129883765_639519_51262,9.865378,12.679933,11.018675,11.349646,10.930117,11.751647,0.5,0.375,0.375,0.375,0.625,0.625,1,1,1,1,1,1
_18_1_ae502ce_1423406553552_93009_53427,30.629868,16.027053,25.668484,25.565368,17.175891,30.687138,0.75,0.625,0.75,1,0.625,1,1,1,1,1,1,1
_18_5_1_ae502ce_1502026955992_449146_72262,12.958069,18.304068,18.216177,18.604556,17.991672,22.814042,0.5,0.625,1,1,1,1,1,1,1,1,1,1
_18_5_1_ae502ce_1502026947783_947939_72241,11.421442,12.805196,19.946734,20.047503,19.742808,24.547745,0.625,0.625,1,1,1,1,0,1,1,1,1,1
_18_1_ae502ce_1423345972520_889377_49768,17.410475,15.676158,18.477354,28.127228,21.58766,23.834498,0.5,0.625,0.875,0.875,1,1,1,1,1,1,1,1
_18_1_ae502ce_1437586313298_219536_50954,13.809449,16.309539,17.093504,18.159176,17.995238,19.946166,0.625,0.625,1,1,1,1,1,1,1,1,1,1
_18_1_ae502ce_1437586246221_744389_50833,13.72535,14.110208,21.27624,21.881467,23.837332,26.810784,0.5,0.625,1,1,1,1,1,1,1,1,1,1
_18_0_1_ae502ce_1408929357958_43260_13610,18.131658,12.626445,20.44336,20.049995,10.02098,14.621595,0.5,0.625,0.5,0.5,0.5,0.625,0,1,1,1,1,1
_18_1_ae502ce_1423345985905_690954_49816,24.064646,26.328101,17.391229,21.775805,19.643451,26.605427,1,1,1,0.875,1,0.75,1,1,1,1,1,1
_18_0_1_ae502ce_1409323921757_765816_16505,33.406979,15.627481,21.892077,22.597271,24.716921,26.667876,0.75,0.625,0.625,0.625,0.625,0.875,1,1,1,1,1,1
_18_1_ae502ce_1437586254342_940876_50859,9.660326,16.441996,25.475674,24.558667,19.898191,30.188062,0.625,0.375,0.75,0.875,0.5,0.75,1,1,1,1,1,1
_18_0_1_ae502ce_1408929992929_877752_13830,8.539434,19.276503,16.968899,22.299363,19.992998,27.325272,0.625,0.625,0.625,0.625,0.625,0.625,1,1,1,1,1,1
_18_1_ae502ce_1437586323766_524167_50971,21.807264,15.508329,16.34599,17.471288,18.819506,31.009824,0.875,0.625,0.875,1,1,0.875,1,1,1,1,1,1
_18_0_1_ae502ce_1408725668289_675079_20694,38.252553,19.010912,21.174528,21.377453,24.686259,25.597607,0.625,0.5,0.625,0.625,0.625,0.5,0,1,1,1,1,1
_18_0_1_ae502ce_1408724707188_573365_20149,37.671336,11.690869,21.695624,23.491658,21.246716,27.092538,0.375,0.625,0.625,0.625,0.625,0.625,1,1,1,1,1,1
_18_0_1_ae502ce_1408929962134_113955_13811,24.060803,14.242517,26.697997,22.979106,24.550088,27.626776,0.5,0.625,0.625,0.625,0.625,0.625,1,1,1,1,1,1
_18_0_1_ae502ce_1409015033986_356052_19597,32.660516,14.509407,19.519647,18.288694,14.263319,16.770232,0.5,0.625,0.625,0.625,0.625,0.625,1,1,1,1,1,1
_18_0_1_ae502ce_1409003369239_301516_13349,25.443265,14.145692,22.507812,22.592296,23.735401,26.707908,0.625,0.625,0.625,0.625,0.625,0.625,1,1,1,1,1,1
_18_0_1_ae502ce_1409318828488_125723_14462,10.29446,15.218557,22.609486,22.598689,17.044487,27.113018,0.625,0.625,0.625,0.625,0.5,0.625,1,1,1,1,1,1
_18_0_1_ae502ce_1409108098006_643999_15910,22.65831,15.390881,17.272549,21.994721,14.042894,27.241964,0.5,0.625,0.5,0.625,0.625,0.625,1,1,1,1,1,1
_18_0_1_ae502ce_1421696920508_603936_47683,22.352723,15.791062,21.378053,22.302444,13.113392,22.704061,0.5,0.75,0.625,0.625,0.625,0.625,1,1,1,1,1,1
_18_0_1_ae502ce_1413162277746_160706_45700,19.886889,15.685344,22.290194,19.216838,24.854908,22.81408,0.625,0.375,0.625,0.625,0.625,0.625,1,1,1,1,1,1
_18_0_1_ae502ce_1409319487127_968734_14614,31.995119,12.744676,21.080705,21.072522,25.065152,28.331678,0.625,0.375,0.625,0.625,0.625,0.75,1,1,1,1,1,1
_18_0_1_ae502ce_1414336729115_703505_44972,14.414188,12.856311,18.690616,21.891295,21.695034,23.222295,0.5,0.5,0.75,0.75,0.75,0.375,1,1,1,1,1,1
_18_0_1_ae502ce_1414676052752_975054_44839,23.969146,13.50843,24.96769,25.474489,27.012653,29.958526,0.625,0.625,0.625,0.625,0.625,0.625,1,1,1,1,1,1
_18_0_1_ae502ce_1408725665278_311165_20675,34.620332,25.474154,26.396158,23.633466,23.485305,31.407452,0.625,0.625,0.625,0.5,0.625,0.625,1,1,1,1,1,1
_18_0_1_ae502ce_1408724972686_763996_20229,18.674544,13.251616,24.881524,25.474969,29.539374,30.396491,0.5,0.625,0.625,0.625,0.625,0.375,1,1,1,1,1,1
_18_1_ae502ce_1448326719140_546902_47913,15.706885,16.671814,18.743782,18.1888,17.786462,22.098205,0.625,0.75,0.5,0.875,1,1,1,1,1,1,1,1
_18_0_1_ae502ce_1421697178488_235234_47864,23.782193,17.824143,21.479688,22.914702,24.292743,24.063798,0.625,0.75,0.625,0.625,0.625,0.625,1,1,1,1,1,1
_18_1_ae502ce_1448327213032_618550_47940,22.910539,11.810094,19.39197,20.253938,19.024004,23.743005,1,0.625,1,1,1,1,1,1,1,1,1,1
_18_0_1_ae502ce_1414677136255_790162_45115,20.699751,26.764421,22.268586,24.56586,24.013796,33.637124,0.625,0.625,0.625,0.625,0.625,0.625,1,1,1,1,1,1
_18_0_1_ae502ce_1408728257214_722562_20913,14.56347,17.191187,24.457532,25.679114,28.040954,30.69409,0.5,0.625,0.625,0.375,0.625,0.875,0,1,1,1,1,1
_18_1_ae502ce_1442599545992_446550_47350,16.789347,12.472298,21.274686,21.994095,24.041236,26.090559,0.875,0.625,0.875,0.875,0.875,0.875,0,1,1,1,1,1
_18_0_1_ae502ce_1418486832391_952777_44267,16.250853,17.700413,26.156195,27.93242,30.595091,33.245971,0.625,0.375,0.875,0.5,0.5,0.5,0,1,1,1,1,1
_18_0_1_ae502ce_1416082133089_376652_46119,28.355834,12.797593,20.557237,20.088414,23.106432,23.022852,0.875,0.625,1,1,1,1,1,1,1,1,1,1
