id,time_cost_native,time_cost_rule_only,time_cost_shots_1,time_cost_shots_3,time_cost_for_rule_and_shots_1,time_cost_for_rule_and_shots_3,sysml_xmi_native_score_by_llm,sysml_xmi_rule_only_score_by_llm,sysml_xmi_shots_1_score_by_llm,sysml_xmi_shots_3_score_by_llm,sysml_xmi_for_rule_and_shots_1_score_by_llm,sysml_xmi_for_rule_and_shots_3_score_by_llm,sysml_xmi_native_syntax_pass,sysml_xmi_rule_only_syntax_pass,sysml_xmi_shots_1_syntax_pass,sysml_xmi_shots_3_syntax_pass,sysml_xmi_for_rule_and_shots_1_syntax_pass,sysml_xmi_for_rule_and_shots_3_syntax_pass
_18_0_1_ae502ce_1409109261299_815260_17130,25.517432,14.290013,8.21759,8.420928,9.785721,9.856337,0.5,0.5,0.75,0.875,0.75,0.75,1,1,1,1,1,1
_18_0_1_ae502ce_1409003689383_158434_13380,24.584442,10.77209,9.408836,9.603916,10.578798,10.746226,0.5,0.75,1,1,1,1,1,1,1,1,1,1
_18_0_1_ae502ce_1413167497449_1406_43468,23.038629,13.286187,7.425234,9.101118,8.784655,9.408799,0.625,0.75,0.75,0.75,0.75,0.75,0,1,1,1,1,1
_18_0_1_ae502ce_1409015225651_16233_19678,30.343886,11.380868,9.260303,9.326883,11.348595,11.457548,0.75,1,1,1,1,1,1,1,1,1,1,1
_18_0_1_ae502ce_1414675838610_992699_44817,43.645292,12.130192,8.106733,8.385079,8.706071,9.691502,0.625,0.75,1,0.75,0.75,0.875,0,1,1,1,1,1
_18_0_1_ae502ce_1413167519960_311233_43474,26.723369,21.039585,9.512136,8.233437,8.578196,9.04051,0.25,0.375,0.75,0.75,0.75,0.875,0,1,1,1,1,1
_18_0_1_ae502ce_1413167958759_645514_43528,29.221604,13.202628,8.301171,7.467969,8.644578,9.406058,0.5,0.625,1,0.375,0.25,1,1,1,1,1,1,1
_18_0_1_ae502ce_1413162314157_649734_45723,33.993364,15.224953,9.732844,10.060044,10.657764,11.354393,0.5,1,1,1,0.875,1,1,1,1,1,1,1
_18_0_1_ae502ce_1414675895129_849319_44823,35.362816,20.706984,9.001621,8.281827,8.775619,8.687776,0.625,0.375,1,0.875,0.875,0.875,1,1,1,1,1,1
_18_0_1_ae502ce_1414675920588_295867_44829,33.358599,12.858138,7.780331,8.181215,8.814366,9.3935,0.625,0.75,0.875,1,0.875,0.875,1,1,1,1,1,1
_18_0_1_ae502ce_1414677145615_505842_45138,15.719631,10.773383,8.346612,9.566755,12.278872,11.253471,0.5,0.75,1,1,1,1,1,1,1,1,1,1
_18_1_ae502ce_1424545649553_941795_55920,22.137777,10.959277,7.382279,10.139591,9.345013,10.741161,0.5,0.875,0.75,1,0.75,1,0,1,1,1,1,1
_18_0_1_ae502ce_1421697057058_887337_47769,22.107192,14.059229,8.273797,10.255605,8.179983,10.389683,0.5,0.375,0.75,1,0.75,1,1,1,1,1,1,1
_18_0_1_ae502ce_1421697240046_315168_47941,26.025856,15.507755,8.489354,9.973851,10.24707,10.75503,0.5,0.625,1,1,0.75,1,0,1,1,1,1,1
